EG(+)		EG(-)		EG(+)& St(+)		EG(+)& St(-)		EG(-)& St(+)		EG(-)& St(-)	
7884	CR	ncRNA	4047922	4048030	+	-	123888	+			
7886	CR	CDS	4048156	4048788	-	+	124754	+			
7888	CR	ncRNA	4049059	4049303	+	-	125025	+			
7890	CR	CDS	4049370	4049879	+	-	125336	+			
7892	CR	CDS	4050068	4051441	+	-	126034	+			
7894	CR	CDS	4051670	4051780	-	-	127746	+			
7896	CR	CDS	4051892	4053301	-	-	129267	+			
7898	CR	CDS	4053313	4054362	-	-	130328	+			
7900	CR	CDS	4054648	4056057	-	-	132023	+			
7902	CR	CDS	4056430	4058253	+	-	132396	+			
7904	CR	CDS	4058470	4059180	+	-	134436	+			
7906	CR	CDS	4059188	4060168	+	-	135154	+			
7908	CR	CDS	4060270	4061535	+	-	136236	+			
7910	CR	CDS	4061626	4062318	-	-	138284	+			
7912	CR	CDS	4062386	4063789	-	-	139755	+			
7914	CR	CDS	4063832	4065217	-	-	141183	+			
7916	CR	CDS	4065263	4067299	-	-	143265	+			
7918	CR	CDS	4067498	4068424	-	-	144390	+			
7920	CR	CDS	4068538	4069779	-	-	145745	+			
7922	CR	CDS	4069796	4070674	-	-	146640	+			
7924	CR	CDS	4070698	4071594	-	-	147560	+			
7926	CR	CDS	4071762	4072658	+	-	147728	+			
7928	CR	CDS	4072692	4073477	+	-	148658	+			
7930	CR	CDS	4073576	4074175	+	-	149542	+			
7932	CR	CDS	4074169	4075041	+	-	150135	+			
7934	CR	CDS	4075038	4075475	+	-	151004	+			
7936	CR	CDS	4075472	4076461	+	-	151438	+			
7938	CR	CDS	4077320	4077532	+	-	153286	+			
7940	CR	CDS	4077774	4077992	+	-	153740	+			
7942	CR	CDS	4078322	4079251	-	-	155217	+			
7944	CR	CDS	4079248	4079883	-	-	155849	+			
7946	CR	CDS	4079880	4080782	-	-	156748	+			
7948	CR	CDS	4080795	4083845	-	-	159811	+			
7950	CR	CDS	4084039	4084872	+	-	160005	+			
7952	CR	CDS	4085025	4086080	+	-	160991	+			
7954	CR	CDS	4086130	4087878	-	-	163844	+			
7956	CR	CDS	4087878	4088948	-	-	164914	+			
7958	CR	CDS	4088938	4090389	-	-	166355	+			
7960	CR	CDS	4090400	4090846	-	-	166812	+			
7962	CR	CDS	4091147	4091461	-	-	167427	+			
7964	CR	CDS	4091471	4092295	-	+	168261	+			
7966	CR	CDS	4092746	4094005	-	-	169971	+			
7968	CR	CDS	4094002	4095471	-	-	171437	+			
7970	CR	CDS	4095759	4096595	+	-	171725	+			
7972	CR	CDS	4096669	4097517	+	-	172635	+			
7974	CR	CDS	4097514	4098548	-	-	174514	+			
7976	CR	CDS	4098833	4099453	+	-	174799	+			
7978	CR	CDS	4099713	4100696	+	-	175679	+			
7980	CR	CDS	4100845	4101519	+	-	176811	+			
7982	CR	CDS	4101625	4102998	-	-	178964	+			
7984	CR	CDS	4102995	4103693	-	-	179659	+			
7986	CR	CDS	4103843	4104343	+	-	179809	+			
7988	CR	CDS	4104492	4105394	+	-	180458	+			
7990	CR	CDS	4105575	4106537	+	-	181541	+			
7992	CR	CDS	4106857	4107846	+	-	182823	+			
7994	CR	CDS	4107953	4108708	+	-	183919	+			
7996	CR	CDS	4108763	4109530	-	-	185496	+			
7998	CR	CDS	4109638	4110237	-	-	186203	+			
8000	CR	CDS	4110338	4110778	+	-	186304	+			
8002	CR	CDS	4110990	4111289	+	-	186956	+			
8004	CR	CDS	4111316	4111744	+	-	187282	+			
8006	CR	CDS	4111749	4112495	-	-	188461	+			
8008	CR	CDS	4112592	4113602	-	-	189568	+			
8010	CR	CDS	4113737	4115245	-	-	191211	+			
8012	CR	CDS	4115268	4116113	-	-	192079	+			
8014	CR	CDS	4116538	4116783	+	+	192504	+			
8016	CR	CDS	4116868	4117353	-	-	193319	+			
8018	CR	CDS	4117446	4118372	-	-	194338	+			
8020	CR	CDS	4118439	4119770	-	-	195736	+			
8022	CR	CDS	4119780	4120310	-	-	196276	+			
8024	CR	CDS	4120403	4121362	-	+	197328	+			
8026	CR	CDS	4121454	4122479	-	-	198445	+			
8028	CR	CDS	4122635	4124833	-	-	200799	+			
8030	CR	CDS	4125036	4125248	+	-	201002	+			
8032	CR	CDS	4125309	4125917	-	-	201883	+			
8034	CR	CDS	4126101	4126418	-	-	202384	+			
8036	CR	CDS	4126695	4127855	+	-	202661	+			
8038	CR	CDS	4127858	4130290	+	-	203824	+			
8040	CR	CDS	4130639	4131529	+	-	206605	+			
8042	CR	CDS	4131858	4134038	+	-	207824	+			
8044	CR	CDS	4134131	4135036	+	-	210097	+			
8046	CR	CDS	4135063	4135680	-	-	211646	+			
8048	CR	CDS	4135955	4137058	-	-	213024	+			
8050	CR	CDS	4137069	4137731	-	-	213697	+			
8052	CR	CDS	4137743	4140244	-	-	216210	+			
8054	CR	CDS	4140553	4141632	+	-	216519	+			
8056	CR	CDS	4141647	4141967	+	-	217613	+			
8058	CR	CDS	4142018	4144315	+	-	217984	+			
8060	CR	CDS	4144281	4145159	+	-	220247	+			
8062	CR	CDS	4145161	4145502	+	-	221127	+			
8064	CR	CDS	4145489	4146340	-	-	222306	+			
8066	CR	CDS	4146555	4148288	-	-	224254	+			
8068	CR	CDS	4148470	4151121	-	-	227087	+			
8070	CR	CDS	4151719	4152870	-	-	228836	+			
8072	CR	CDS	4153024	4154028	+	+	228990	+			
8074	CR	CDS	4154036	4154812	+	-	230002	+			
8076	CR	CDS	4154873	4156246	+	-	230839	+			
8078	CR	ncRNA	4156308	4156417	-	-	232383	+			
8080	CR	CDS	4156513	4157430	+	-	232479	+			
8082	CR	CDS	4157413	4158813	-	-	234779	+			
8084	CR	CDS	4159147	4159794	+	-	235113	+			
8086	CR	CDS	4159794	4160153	+	-	235760	+			
8088	CR	CDS	4160193	4161293	-	-	237259	+			
8090	CR	CDS	4161662	4163506	+	-	237628	+			
8092	CR	CDS	4163451	4164308	+	+	239417	+			
8094	CR	rRNA	4164682	4166223	+	-	240648	+			
8096	CR	tRNA	4166395	4166470	+	-	242361	+			
8098	CR	rRNA	4166664	4169567	+	-	242630	+			
8100	CR	rRNA	4169660	4169779	+	-	245626	+			
8102	CR	CDS	4170080	4171108	+	+	246046	+			
8104	CR	CDS	4171105	4172070	+	-	247071	+			
8106	CR	CDS	4172099	4173049	-	+	249015	+			
8108	CR	tRNA	4173411	4173486	+	-	249377	+			
8110	CR	tRNA	4173495	4173579	+	-	249461	+			
8112	CR	tRNA	4173696	4173770	+	-	249662	+			
8114	CR	tRNA	4173777	4173852	+	-	249743	+			
8116	CR	CDS	4173967	4175151	+	+	249933	+			
8118	CR	CDS	4175381	4175764	+	+	251347	+			
8120	CR	CDS	4175766	4176311	+	+	251732	+			
8122	CR	CDS	4176470	4176898	+	-	252436	+			
8124	CR	CDS	4176902	4177606	+	-	252868	+			
8126	CR	CDS	4178019	4178516	+	+	253985	+			
8128	CR	CDS	4178583	4178948	+	+	254549	+			
8130	CR	CDS	4179268	4183296	+	+	255234	+			
8132	CR	CDS	4183373	4187596	+	+	259339	+			
8134	CR	CDS	4187809	4188348	+	-	263775	+			
8136	CR	ncRNA	4188350	4188510	-	-	264476	+			
8138	CR	CDS	4188758	4189891	-	-	265857	+			
8140	CR	CDS	4189888	4190658	-	-	266624	+			
8142	CR	CDS	4190660	4190860	-	-	266826	+			
8144	CR	CDS	4190844	4191599	-	-	267565	+			
8146	CR	CDS	4191592	4192227	-	-	268193	+			
8148	CR	CDS	4192227	4194122	-	-	270088	+			
8150	CR	CDS	4194355	4194831	-	+	270797	+			
8152	CR	CDS	4194926	4195699	+	-	270892	+			
8154	CR	CDS	4195739	4196803	+	+	271705	+			
8156	CR	CDS	4196813	4197484	+	-	272779	+			
8158	CR	CDS	4197527	4198117	+	-	273493	+			
8160	CR	CDS	4198304	4198576	+	-	274270	+			
8162	CR	CDS	4198589	4199284	+	-	274555	+			
8164	CR	CDS	4199286	4199711	-	+	275677	+			
8166	CR	CDS	4199949	4201346	+	-	275915	+			
8168	CR	CDS	4201343	4202668	+	-	277309	+			
8170	CR	CDS	4202665	4203954	-	-	279920	+			
8172	CR	CDS	4203966	4205555	-	-	281521	+			
8174	CR	rRNA	4206170	4207711	+	-	282136	+			
8176	CR	tRNA	4207797	4207872	+	-	283763	+			
8178	CR	rRNA	4208066	4210969	+	-	284032	+			
8180	CR	rRNA	4211063	4211182	+	-	287029	+			
8182	CR	CDS	4211257	4211640	+	-	287223	+			
8184	CR	CDS	4211703	4212146	-	-	288112	+			
8186	CR	CDS	4212303	4213232	+	-	288269	+			
8188	CR	CDS	4213501	4215102	+	-	289467	+			
8190	CR	CDS	4215132	4216436	+	-	291098	+			
8192	CR	CDS	4216619	4218355	+	-	292585	+			
8194	CR	CDS	4218324	4220510	-	-	296476	+			
8196	CR	CDS	4220827	4221651	-	-	297617	+			
8198	CR	CDS	4221851	4225534	+	-	297817	+			
8200	CR	CDS	4225754	4227385	+	-	301720	+			
8202	CR	CDS	4227476	4228165	-	-	304131	+			
8204	CR	CDS	4228377	4229249	+	-	304343	+			
8206	CR	CDS	4229382	4229654	-	-	305620	+			
8208	CR	CDS	4229907	4231256	-	-	307222	+			
8210	CR	CDS	4231781	4233430	+	-	307747	+			
8212	CR	CDS	4233929	4234171	+	-	309895	+			
8214	CR	CDS	4234285	4234923	+	-	310251	+			
8216	CR	CDS	4234920	4235657	+	-	310886	+			
8218	CR	CDS	4235657	4237753	+	-	311623	+			
8220	CR	CDS	4237800	4238078	-	-	314044	+			
8222	CR	CDS	4238348	4238758	+	+	314314	+			
8224	CR	CDS	4238802	4240277	-	-	316243	+			
8226	CR	CDS	4240649	4241539	-	-	317505	+			
8228	CR	CDS	4241554	4243098	-	-	319064	+			
8230	CR	CDS	4243252	4244442	-	-	320408	+			
8232	CR	CDS	4244807	4245922	+	-	320773	+			
8234	CR	CDS	4245994	4247334	+	-	321960	+			
8236	CR	CDS	4247577	4248497	+	-	323543	+			
8238	CR	CDS	4248726	4250306	+	-	324692	+			
8240	CR	CDS	4250529	4251026	+	-	326495	+			
8242	CR	CDS	4251039	4251911	+	+	327005	+			
8244	CR	CDS	4252066	4254489	-	+	330455	+			
8246	CR	CDS	4254660	4255028	+	-	330626	+			
8248	CR	CDS	4255138	4255746	+	+	331104	+			
8250	CR	CDS	4255765	4257144	+	-	331731	+			
8252	CR	CDS	4257260	4257469	+	-	333226	+			
8254	CR	CDS	4257511	4258026	-	-	333992	+			
8256	CR	CDS	4258344	4258598	+	+	334310	+			
8258	CR	CDS	4258622	4259329	+	+	334588	+			
8260	CR	CDS	4259737	4260729	+	-	335703	+			
8262	CR	CDS	4260863	4261105	+	+	336829	+			
8264	CR	CDS	4261271	4262254	-	-	338220	+			
8266	CR	CDS	4262337	4263752	+	+	338303	+			
8268	CR	CDS	4263805	4264884	+	-	339771	+			
8270	CR	CDS	4265137	4266330	+	+	341103	+			
8272	CR	CDS	4266832	4267035	-	+	343001	+			
8274	CR	CDS	4267437	4268150	+	-	343403	+			
8276	CR	CDS	4268261	4268677	+	-	344227	+			
8278	CR	CDS	4268681	4269037	+	-	344647	+			
8280	CR	CDS	4269072	4271894	-	-	347860	+			
8282	CR	CDS	4272148	4272684	+	+	348114	+			
8284	CR	CDS	4272783	4273064	-	-	349030	+			
8286	CR	CDS	4273494	4275080	+	-	349460	+			
8288	CR	CDS	4275083	4275406	-	-	351372	+			
8290	CR	CDS	4275492	4275956	+	-	351458	+			
8292	CR	ncRNA	4275950	4276089	-	-	352055	+			
8294	CR	CDS	4276502	4277851	+	-	352468	+			
8296	CR	CDS	4278003	4279652	+	-	353969	+			
8298	CR	CDS	4279806	4281098	-	-	357064	+			
8300	CR	CDS	4281276	4282925	-	-	358891	+			
8302	CR	CDS	4282922	4283236	-	-	359202	+			
8304	CR	CDS	4283436	4285394	-	-	361360	+			
8306	CR	CDS	4285787	4287223	+	-	361753	+			
8308	CR	CDS	4287268	4287834	+	-	363234	+			
8310	CR	CDS	4287831	4288502	+	-	363797	+			
8312	CR	CDS	4288499	4289455	+	-	364465	+			
8314	CR	CDS	4289535	4291193	+	-	365501	+			
8316	CR	CDS	4291186	4291569	+	-	367152	+			
8318	CR	CDS	4291566	4292162	+	-	367532	+			
8320	CR	CDS	4292504	4293817	+	-	368470	+			
8322	CR	CDS	4294459	4295148	-	-	371114	+			
8324	CR	CDS	4295242	4297389	-	-	373355	+			
8326	CR	CDS	4297587	4299053	-	-	375019	+			
8328	CR	CDS	4299050	4301101	-	-	377067	+			
8330	CR	CDS	4301101	4302132	-	-	378098	+			
8332	CR	CDS	4302151	4302426	-	-	378392	+			
8334	CR	CDS	4302635	4304620	-	-	380586	+			
8336	CR	CDS	4304893	4305822	-	+	381788	+			
8338	CR	CDS	4305806	4306501	-	-	382467	+			
8340	CR	CDS	4306512	4307492	-	-	383458	+			
8342	CR	CDS	4307471	4309003	-	-	384969	+			
8344	CR	CDS	4309130	4310065	-	-	386031	+			
8346	CR	CDS	4310124	4311014	-	-	386980	+			
8348	CR	CDS	4311373	4311822	+	-	387339	+			
8350	CR	CDS	4311891	4312220	+	-	387857	+			
8352	CR	CDS	4312367	4313125	-	-	389091	+			
8354	CR	CDS	4313127	4313561	-	-	389527	+			
8356	CR	CDS	4313548	4314105	-	-	390071	+			
8358	CR	CDS	4314105	4315241	-	-	391207	+			
8360	CR	CDS	4315238	4315918	-	-	391884	+			
8362	CR	CDS	4316029	4316787	-	-	392753	+			
8364	CR	CDS	4316784	4317629	-	-	393595	+			
8366	CR	CDS	4317622	4318686	-	-	394652	+			
8368	CR	CDS	4318686	4319270	-	-	395236	+			
8370	CR	CDS	4319267	4319719	-	-	395685	+			
8372	CR	CDS	4319720	4320445	-	-	396411	+			
8374	CR	CDS	4320466	4321253	-	-	397219	+			
8376	CR	CDS	4321359	4322375	-	-	398341	+			
8378	CR	CDS	4322400	4323188	-	-	399154	+			
8380	CR	CDS	4323321	4323764	-	-	399730	+			
8382	CR	CDS	4324422	4324757	-	-	400723	+			
8384	CR	CDS	4325158	4327386	+	-	401124	+			
8386	CR	CDS	4327383	4328261	+	-	403349	+			
8388	CR	CDS	4328525	4330027	+	-	404491	+			
8390	CR	CDS	4330204	4331295	-	-	407261	+			
8392	CR	CDS	4331305	4331973	-	-	407939	+			
8394	CR	CDS	4331970	4333613	-	-	409579	+			
8396	CR	CDS	4333717	4335054	-	-	411020	+			
8398	CR	CDS	4335191	4335952	-	-	411918	+			
8400	CR	CDS	4336277	4338544	-	-	414510	+			
8402	CR	CDS	4338743	4339651	-	-	415617	+			
8404	CR	CDS	4339934	4341289	+	-	415900	+			
8406	CR	CDS	4341404	4342813	+	-	417370	+			
8408	CR	CDS	4342952	4343581	-	-	419547	+			
8410	CR	CDS	4343703	4345349	-	-	421315	+			
8412	CR	CDS	4345427	4346767	-	-	422733	+			
8414	CR	CDS	4347338	4348057	-	-	424023	+			
8416	CR	CDS	4348054	4349685	-	-	425651	+			
8418	CR	CDS	4349866	4350096	+	-	425832	+			
8420	CR	CDS	4350108	4350380	+	-	426074	+			
8422	CR	CDS	4350607	4350903	+	-	426573	+			
8424	CR	CDS	4350931	4351104	+	-	426897	+			
8426	CR	CDS	4351223	4352740	-	-	428706	+			
8428	CR	CDS	4352977	4354434	-	-	430400	+			
8430	CR	CDS	4354493	4356640	-	-	432606	+			
8432	CR	CDS	4356720	4358054	-	-	434020	+			
8434	CR	CDS	4358419	4359957	-	-	435923	+			
8436	CR	CDS	4360214	4360376	-	-	436342	+			
8438	CR	tRNA	4360574	4360649	-	-	436615	+			
8440	CR	CDS	4360756	4361331	-	-	437297	+			
8442	CR	CDS	4361368	4363065	-	-	439031	+			
8444	CR	CDS	4363041	4363379	-	-	439345	+			
8446	CR	CDS	4363495	4364796	-	-	440762	+			
8448	CR	CDS	4364914	4366350	-	-	442316	+			
8450	CR	CDS	4366687	4367163	+	-	442653	+			
8452	CR	CDS	4367179	4368435	-	-	444401	+			
8454	CR	CDS	4368711	4369004	+	+	444677	+			
8456	CR	CDS	4369048	4370694	+	+	445014	+			
8458	CR	CDS	4370832	4371185	+	-	446798	+			
8460	CR	CDS	4371388	4372257	-	-	448223	+			
8462	CR	CDS	4372652	4373680	-	-	449646	+			
8464	CR	CDS	4373722	4374288	+	+	449688	+			
8466	CR	CDS	4374340	4374465	+	-	450306	+			
8468	CR	CDS	4374576	4374722	+	-	450542	+			
8470	CR	CDS	4374898	4375215	+	-	450864	+			
8472	CR	CDS	4375212	4375745	-	-	451711	+			
8474	CR	CDS	4375834	4376967	-	-	452933	+			
8476	CR	CDS	4377030	4377389	-	-	453355	+			
8478	CR	CDS	4377400	4377795	-	-	453761	+			
8480	CR	CDS	4377806	4378540	-	-	454506	+			
8482	CR	CDS	4378533	4380341	-	-	456307	+			
8484	CR	CDS	4380666	4381643	+	+	456632	+			
8486	CR	CDS	4381862	4383364	+	-	457828	+			
8488	CR	CDS	4383416	4383730	+	-	459382	+			
8490	CR	CDS	4383727	4384041	+	+	459693	+			
8492	CR	CDS	4384070	4387393	-	-	463359	+			
8494	CR	CDS	4387415	4388383	-	+	464349	+			
8496	CR	CDS	4388480	4389532	-	-	465498	+			
8498	CR	CDS	4389627	4390172	+	+	465593	+			
8500	CR	tRNA	4390383	4390458	+	-	466349	+			
8502	CR	tRNA	4390495	4390570	+	-	466461	+			
8504	CR	tRNA	4390606	4390681	+	-	466572	+			
8506	CR	CDS	4390915	4390968	+	-	466881	+			
8508	CR	CDS	4390951	4392090	-	-	468056	+			
8510	CR	CDS	4392089	4393636	+	-	468055	+			
8512	CR	CDS	4393608	4394069	+	+	469574	+			
8514	CR	CDS	4394088	4395425	+	-	470054	+			
8516	CR	CDS	4395435	4397282	+	-	471401	+			
8518	CR	CDS	4397275	4398225	+	+	473241	+			
8520	CR	CDS	4398311	4398619	+	+	474277	+			
8522	CR	CDS	4398695	4399975	+	-	474661	+			
8524	CR	CDS	4400061	4401320	+	-	476027	+			
8526	CR	CDS	4401323	4402327	+	-	477289	+			
8528	CR	CDS	4402409	4402606	+	-	478375	+			
8530	CR	CDS	4402710	4404008	+	-	478676	+			
8532	CR	CDS	4404213	4404638	+	-	480179	+			
8534	CR	CDS	4404677	4407118	+	-	480643	+			
8536	CR	CDS	4407298	4408029	+	-	483264	+			
8538	CR	CDS	4408156	4408557	+	-	484122	+			
8540	CR	CDS	4408576	4409274	+	-	484542	+			
8542	CR	CDS	4409325	4409984	+	-	485291	+			
8544	CR	CDS	4410002	4410400	+	-	485968	+			
8546	CR	CDS	4410410	4411048	+	-	486376	+			
8548	CR	CDS	4411051	4412214	+	-	487017	+			
8550	CR	CDS	4412298	4413923	+	-	488264	+			
8552	CR	CDS	4414040	4414315	-	-	490281	+			
8554	CR	CDS	4414464	4414793	-	-	490759	+			
8556	CR	CDS	4414975	4415724	+	-	490941	+			
8558	CR	CDS	4415721	4416476	-	-	492442	+			
8560	CR	CDS	4416584	4417648	-	-	493614	+			
8562	CR	CDS	4418003	4419400	+	-	493969	+			
8564	CR	CDS	4419416	4419721	+	-	495382	+			
8566	CR	CDS	4419731	4420195	+	-	495697	+			
8568	CR	CDS	4420209	4420859	+	-	496175	+			
8570	CR	CDS	4420869	4421723	+	-	496835	+			
8572	CR	CDS	4421723	4422409	+	-	497689	+			
8574	CR	CDS	4422539	4422814	-	-	498780	+			
8576	CR	CDS	4423141	4423536	+	+	499107	+			
8578	CR	CDS	4423543	4423857	+	+	499509	+			
8580	CR	CDS	4423862	4424089	+	+	499828	+			
8582	CR	CDS	4424131	4424580	+	-	500097	+			
8584	CR	CDS	4424651	4425445	-	-	501411	+			
8586	CR	CDS	4425717	4426118	+	-	501683	+			
8588	CR	CDS	4426102	4426740	-	-	502706	+			
8590	CR	CDS	4426958	4427578	+	-	502924	+			
8592	CR	CDS	4427887	4429299	+	-	503853	+			
8594	CR	CDS	4429344	4430006	-	-	505972	+			
8596	CR	CDS	4430114	4431079	-	-	507045	+			
8598	CR	CDS	4431187	4432047	-	-	508013	+			
8600	CR	CDS	4432136	4432516	+	-	508102	+			
8602	CR	CDS	4432645	4434588	-	-	510554	+			
8604	CR	CDS	4434778	4435518	+	-	510744	+			
8606	CR	CDS	4435730	4436668	+	+	511696	+			
8608	CR	CDS	4436731	4437285	-	-	513251	+			
8610	CR	CDS	4437610	4437816	+	-	513576	+			
8612	CR	CDS	4437895	4439238	-	-	515204	+			
8614	CR	CDS	4439561	4440199	-	-	516165	+			
8616	CR	CDS	4440405	4442138	+	-	516371	+			
8618	CR	CDS	4442135	4445914	+	-	518101	+			
8620	CR	CDS	4445917	4446258	+	-	521883	+			
8622	CR	CDS	4446470	4446721	+	+	522436	+			
8624	CR	CDS	4446715	4447065	+	-	522681	+			
8626	CR	CDS	4447145	4447675	-	+	523641	+			
8628	CR	CDS	4447985	4448941	+	-	523951	+			
8630	CR	CDS	4449081	4450583	+	+	525047	+			
8632	CR	CDS	4450594	4451619	+	-	526560	+			
8634	CR	CDS	4451606	4452601	+	-	527572	+			
8636	CR	CDS	4452634	4453632	-	-	529598	+			
8638	CR	CDS	4453808	4455181	+	-	529774	+			
8640	CR	CDS	4455337	4455888	-	-	531854	+			
8642	CR	CDS	4455982	4457334	+	-	531948	+			
8644	CR	CDS	4457513	4457878	+	-	533479	+			
8646	CR	CDS	4457923	4458387	-	-	534353	+			
8648	CR	CDS	4458545	4460683	-	-	536649	+			
8650	CR	CDS	4461077	4462732	-	-	538698	+			
8652	CR	CDS	4462782	4464203	-	-	540169	+			
8654	CR	CDS	4464322	4465269	-	-	541235	+			
8656	CR	CDS	4465454	4465507	+	-	541420	+			
8658	CR	CDS	4465648	4468344	+	-	541614	+			
8660	CR	CDS	4468550	4468936	-	+	544902	+			
8662	CR	CDS	4469009	4469470	-	-	545436	+			
8664	CR	CDS	4469483	4470418	-	-	546384	+			
8666	CR	CDS	4470422	4470556	-	-	546522	+			
8668	CR	CDS	4470837	4471232	-	-	547198	+			
8670	CR	CDS	4471363	4472076	-	-	548042	+			
8672	CR	CDS	4472147	4472740	+	+	548113	+			
8674	CR	CDS	4472885	4473337	+	-	548851	+			
8676	CR	CDS	4473460	4475274	+	-	549426	+			
8678	CR	CDS	4475330	4476334	-	-	552300	+			
8680	CR	CDS	4476496	4476912	+	-	552462	+			
8682	CR	CDS	4477057	4477560	-	-	553526	+			
8684	CR	CDS	4477753	4478949	+	-	553719	+			
8686	CR	CDS	4479005	4481860	-	+	557826	+			
8688	CR	CDS	4481860	4482303	-	+	558269	+			
8690	CR	CDS	4482463	4483974	-	-	559940	+			
8692	CR	CDS	4484241	4485341	+	+	560207	+			
8694	CR	CDS	4485341	4486423	+	+	561307	+			
8696	CR	CDS	4486584	4488086	-	-	564052	+			
8698	CR	CDS	4488164	4489162	-	-	565128	+			
8700	CR	CDS	4489229	4490548	-	-	566514	+			
8702	CR	CDS	4490610	4491374	-	-	567340	+			
8704	CR	CDS	4491398	4492429	-	-	568395	+			
8706	CR	CDS	4492646	4493209	+	-	568612	+			
8708	CR	CDS	4493213	4494232	-	-	570198	+			
8710	CR	tRNA	4494428	4494512	+	-	570394	+			
8712	CR	CDS	4494698	4495963	+	-	570664	+			
8714	CR	CDS	4496295	4496660	+	-	572261	+			
8716	CR	CDS	4496618	4497523	+	-	572584	+			
8718	CR	CDS	4497616	4498814	-	-	574780	+			
8720	CR	CDS	4499283	4499612	+	-	575249	+			
8722	CR	CDS	4500126	4501454	-	-	577420	+			
8724	CR	CDS	4502081	4503298	+	-	578047	+			
8726	CR	CDS	4503310	4504428	+	-	579276	+			
8728	CR	CDS	4504471	4504596	+	-	580437	+			
8730	CR	CDS	4504649	4504879	-	-	580845	+			
8732	CR	CDS	4504884	4505132	+	-	580850	+			
8734	CR	CDS	4505220	4507816	+	-	581186	+			
8736	CR	CDS	4505489	4506640	-	-	582606	+			
8738	CR	CDS	4506699	4506965	-	-	582931	+			
8740	CR	CDS	4507827	4508156	+	-	583793	+			
8742	CR	CDS	4508713	4509480	-	-	585446	+			
8744	CR	CDS	4509481	4510437	-	-	586403	+			
8746	CR	CDS	4510434	4511432	-	-	587398	+			
8748	CR	CDS	4511429	4512331	-	-	588297	+			
8750	CR	CDS	4512376	4514700	-	-	590666	+			
8752	CR	CDS	4514787	4515740	-	-	591706	+			
8754	CR	CDS	4515737	4516258	-	-	592224	+			
8756	CR	CDS	4516550	4516825	+	-	592516	+			
8758	CR	CDS	4516744	4517247	+	-	592710	+			
8760	CR	CDS	4517361	4518347	-	-	594313	+			
8762	CR	CDS	4518694	4520043	-	-	596009	+			
8764	CR	CDS	4520150	4522117	-	-	598083	+			
8766	CR	CDS	4522128	4523033	-	-	598999	+			
8768	CR	CDS	4523038	4523826	-	-	599792	+			
8770	CR	CDS	4524129	4524911	-	-	600877	+			
8772	CR	CDS	4524928	4525560	-	-	601526	+			
8774	CR	CDS	4525572	4526003	-	+	601969	+			
8776	CR	ncRNA	4526000	4526089	+	-	601966	+			
8778	CR	CDS	4526134	4526940	-	-	602906	+			
8780	CR	CDS	4526953	4528266	-	-	604232	+			
8782	CR	CDS	4528278	4528556	-	+	604522	+			
8784	CR	CDS	4528553	4529674	-	-	605640	+			
8786	CR	CDS	4530073	4530333	-	-	606299	+			
8788	CR	CDS	4530460	4531206	-	-	607172	+			
8790	CR	CDS	4531262	4531807	-	-	607773	+			
8792	CR	CDS	4531819	4532076	-	-	608042	+			
8794	CR	CDS	4532453	4532698	-	-	608664	+			
8796	CR	CDS	4532814	4534054	+	-	608780	+			
8798	CR	CDS	4534637	4535617	-	-	611583	+			
8800	CR	CDS	4535682	4536788	-	-	612754	+			
8802	CR	CDS	4536808	4537524	-	-	613490	+			
8804	CR	CDS	4538980	4539582	+	-	614946	+			
8806	CR	CDS	4540060	4540656	+	-	616026	+			
8808	CR	CDS	4541138	4541686	+	-	617104	+			
8810	CR	CDS	4541751	4542290	+	-	617717	+			
8812	CR	CDS	4542327	4543052	+	-	618293	+			
8814	CR	CDS	4543119	4545755	+	-	619085	+			
8816	CR	CDS	4545765	4546295	+	-	621731	+			
8818	CR	CDS	4546308	4546811	+	-	622274	+			
8820	CR	CDS	4546831	4547733	+	-	622797	+			
8822	CR	CDS	4547976	4549319	-	-	625285	+			
8824	CR	CDS	4549659	4550843	+	-	625625	+			
8826	CR	CDS	4550924	4552384	+	-	626890	+			
8828	CR	CDS	4552599	4553372	+	-	628565	+			
8830	CR	CDS	4553513	4554343	-	-	630309	+			
8832	CR	CDS	4555016	4555408	+	-	630982	+			
8834	CR	CDS	4555401	4556312	-	-	632278	+			
8836	CR	CDS	4556377	4557549	-	-	633515	+			
8838	CR	CDS	4557562	4558023	-	-	633989	+			
8840	CR	CDS	4558020	4558703	-	-	634669	+			
8842	CR	CDS	4558953	4559507	+	-	634919	+			
8844	CR	CDS	4559520	4560698	-	-	636664	+			
8846	CR	CDS	4560766	4561626	-	-	637592	+			
8848	CR	CDS	4561945	4562712	-	-	638678	+			
8850	CR	CDS	4562722	4563873	-	-	639839	+			
8852	CR	CDS	4563989	4565269	-	-	641235	+			
8854	CR	CDS	4565310	4566542	-	-	642508	+			
8856	CR	CDS	4567021	4567941	+	-	642987	+			
8858	CR	CDS	4568185	4569597	-	-	645563	+			
8860	CR	CDS	4569774	4569938	+	-	645740	+			
8862	CR	CDS	4570437	4571939	+	-	646403	+			
8864	CR	CDS	4571942	4574878	+	-	647908	+			
8866	CR	CDS	4574935	4575981	-	-	651947	+			
8868	CR	CDS	4575981	4577360	-	-	653326	+			
8870	CR	CDS	4577522	4577863	-	-	653829	+			
8872	CR	ncRNA	4577858	4577934	+	-	653824	+			
8874	CR	CDS	4578091	4579485	-	-	655451	+			
