orgName= Escherichia coli str. K-12 substr. MG1655

LOCUS= NC_000913, GenomeSeqLen= 4639675
542: egSP =3443266, nSpacer =14, upstream =7
542: egSP =3443266, nSpacer =9, downstream =4
543: egSP =3443629, nSpacer =9, upstream =5
543: egSP =3443629, nSpacer =12, downstream =6
544: egSP =3444175, nSpacer =12, upstream =6
544: egSP =3444175, nSpacer =33, downstream =16
545: egSP =3444601, nSpacer =33, upstream =17
545: egSP =3444601, nSpacer =14, downstream =7
546: egSP =3444921, nSpacer =14, upstream =7
546: egSP =3444921, nSpacer =14, downstream =7
547: egSP =3445475, nSpacer =14, upstream =7
547: egSP =3445475, nSpacer =10, downstream =5
548: egSP =3445800, nSpacer =10, upstream =5
549: egSP =3446336, nSpacer =-1, downstream =0
550: egSP =3446590, nSpacer =-1, upstream =-1
550: egSP =3446590, nSpacer =-1, downstream =0
551: egSP =3446781, nSpacer =-1, upstream =-1
551: egSP =3446781, nSpacer =12, downstream =6
552: egSP =3447204, nSpacer =12, upstream =6
552: egSP =3447204, nSpacer =17, downstream =8
553: egSP =3447923, nSpacer =17, upstream =9
553: egSP =3447923, nSpacer =14, downstream =7
554: egSP =3448270, nSpacer =14, upstream =7
554: egSP =3448270, nSpacer =16, downstream =8
555: egSP =3448565, nSpacer =16, upstream =8
555: egSP =3448565, nSpacer =17, downstream =8
556: egSP =3449404, nSpacer =17, upstream =9
556: egSP =3449404, nSpacer =-4, downstream =-2
557: egSP =3449703, nSpacer =-4, upstream =-2
557: egSP =3449703, nSpacer =10, downstream =5
558: egSP =3450319, nSpacer =10, upstream =5
558: egSP =3450319, nSpacer =32, downstream =16
559: egSP =3450981, nSpacer =32, upstream =16
560: egSP =3468167, nSpacer =70, downstream =35
561: egSP =3469422, nSpacer =70, upstream =35
561: egSP =3469422, nSpacer =27, downstream =13
562: egSP =3471564, nSpacer =27, upstream =14
563: egSP =3472200, nSpacer =96, upstream =48
564: egSP =3472700, nSpacer =7, downstream =3
565: egSP =3472995, nSpacer =7, upstream =4
565: egSP =3472995, nSpacer =-1, downstream =0
566: egSP =3473354, nSpacer =-1, upstream =-1
576: egSP =3599051, nSpacer =-8, downstream =-4
577: egSP =3600102, nSpacer =-8, upstream =-4
577: egSP =3600102, nSpacer =2, downstream =1
578: egSP =3600773, nSpacer =2, upstream =1
579: egSP =3602416, nSpacer =-11, downstream =-5
580: egSP =3603002, nSpacer =-11, upstream =-6
580: egSP =3603002, nSpacer =2, downstream =1
581: egSP =3603274, nSpacer =2, upstream =1
586: egSP =3720351, nSpacer =9, downstream =4
587: egSP =3722430, nSpacer =9, upstream =5
590: egSP =3779764, nSpacer =79, downstream =39
591: egSP =3780665, nSpacer =79, upstream =40
591: egSP =3780665, nSpacer =-1, downstream =0
592: egSP =3781684, nSpacer =-1, upstream =-1
595: egSP =3806563, nSpacer =7, downstream =3
596: egSP =3807848, nSpacer =7, upstream =4
602: egSP =3879244, nSpacer =4, downstream =2
603: egSP =3880349, nSpacer =4, upstream =2
604: egSP =3882359, nSpacer =16, downstream =8
605: egSP =3882516, nSpacer =16, upstream =8
616: egSP =3987111, nSpacer =-4, downstream =-2
617: egSP =3987848, nSpacer =-4, upstream =-2
621: egSP =4016878, nSpacer =13, downstream =6
622: egSP =4017647, nSpacer =13, upstream =7
622: egSP =4017647, nSpacer =-4, downstream =-2
623: egSP =4018249, nSpacer =-4, upstream =-2
636: egSP =4175381, nSpacer =1, downstream =0
637: egSP =4175766, nSpacer =1, upstream =1
638: egSP =4178019, nSpacer =66, downstream =33
639: egSP =4178583, nSpacer =66, upstream =33
640: egSP =4179268, nSpacer =76, downstream =38
641: egSP =4183373, nSpacer =76, upstream =38
649: egSP =4258344, nSpacer =23, downstream =11
650: egSP =4258622, nSpacer =23, upstream =12
657: egSP =4368711, nSpacer =43, downstream =21
658: egSP =4369048, nSpacer =43, upstream =22
665: egSP =4397275, nSpacer =85, downstream =42
666: egSP =4398311, nSpacer =85, upstream =43
667: egSP =4423141, nSpacer =6, downstream =3
668: egSP =4423543, nSpacer =6, upstream =3
668: egSP =4423543, nSpacer =4, downstream =2
669: egSP =4423862, nSpacer =4, upstream =2
676: egSP =4479005, nSpacer =-1, downstream =0
677: egSP =4481860, nSpacer =-1, upstream =-1
678: egSP =4484241, nSpacer =-1, downstream =0
679: egSP =4485341, nSpacer =-1, upstream =-1
682: egSP =4598261, nSpacer =2, downstream =1
683: egSP =4599001, nSpacer =2, upstream =1
orgName= Helicobacter pylori 26695

LOCUS= NC_000915, GenomeSeqLen= 1667867
4: egSP =135142, nSpacer =-4, downstream =-2
5: egSP =136977, nSpacer =-4, upstream =-2
5: egSP =136977, nSpacer =-20, downstream =-10
6: egSP =137569, nSpacer =-20, upstream =-10
7: egSP =137857, nSpacer =93, upstream =47
23: egSP =620560, nSpacer =1, downstream =0
24: egSP =621689, nSpacer =1, upstream =1
24: egSP =621689, nSpacer =-1, downstream =0
25: egSP =622510, nSpacer =-1, upstream =-1
27: egSP =709533, nSpacer =8, downstream =4
28: egSP =709973, nSpacer =8, upstream =4
32: egSP =854858, nSpacer =8, downstream =4
33: egSP =855343, nSpacer =8, upstream =4
40: egSP =1114449, nSpacer =-4, downstream =-2
41: egSP =1115333, nSpacer =-4, upstream =-2
42: egSP =1119911, nSpacer =-1, downstream =0
43: egSP =1120723, nSpacer =-1, upstream =-1
51: egSP =1279048, nSpacer =17, downstream =8
52: egSP =1279491, nSpacer =17, upstream =9
58: egSP =1370188, nSpacer =78, downstream =39
59: egSP =1370380, nSpacer =78, upstream =39
60: egSP =1371359, nSpacer =42, downstream =21
61: egSP =1372664, nSpacer =42, upstream =21
61: egSP =1372664, nSpacer =19, downstream =9
62: egSP =1373085, nSpacer =19, upstream =10
63: egSP =1374865, nSpacer =9, downstream =4
64: egSP =1375060, nSpacer =9, upstream =5
64: egSP =1375060, nSpacer =12, downstream =6
65: egSP =1375618, nSpacer =12, upstream =6
65: egSP =1375618, nSpacer =-1, downstream =0
66: egSP =1375839, nSpacer =-1, upstream =-1
68: egSP =1377098, nSpacer =3, downstream =1
69: egSP =1377806, nSpacer =3, upstream =2
75: egSP =1630829, nSpacer =47, downstream =23
76: egSP =1631260, nSpacer =47, upstream =24
orgName= Mycobacterium tuberculosis H37Rv

LOCUS= NC_000962, GenomeSeqLen= 4411532
orgName= Bacillus subtilis subsp. subtilis str. 168

LOCUS= NC_000964, GenomeSeqLen= 4215606
7: egSP =56352, nSpacer =22, downstream =11
8: egSP =57745, nSpacer =22, upstream =11
11: egSP =74929, nSpacer =-4, downstream =-2
12: egSP =76344, nSpacer =-4, upstream =-2
14: egSP =109789, nSpacer =-8, downstream =-4
15: egSP =110480, nSpacer =-8, upstream =-4
16: egSP =111047, nSpacer =90, upstream =45
18: egSP =117349, nSpacer =33, downstream =16
19: egSP =117532, nSpacer =33, upstream =17
22: egSP =135364, nSpacer =39, downstream =19
23: egSP =135712, nSpacer =39, upstream =20
23: egSP =135712, nSpacer =27, downstream =13
24: egSP =136369, nSpacer =27, upstream =14
25: egSP =138202, nSpacer =16, downstream =8
26: egSP =138497, nSpacer =16, upstream =8
27: egSP =139500, nSpacer =-11, downstream =-5
28: egSP =139924, nSpacer =-11, upstream =-6
28: egSP =139924, nSpacer =22, downstream =11
29: egSP =140147, nSpacer =22, upstream =11
29: egSP =140147, nSpacer =40, downstream =20
30: egSP =140451, nSpacer =40, upstream =20
30: egSP =140451, nSpacer =37, downstream =18
31: egSP =140857, nSpacer =37, upstream =19
31: egSP =140857, nSpacer =26, downstream =13
32: egSP =141195, nSpacer =26, upstream =13
32: egSP =141195, nSpacer =22, downstream =11
33: egSP =141757, nSpacer =22, upstream =11
35: egSP =143361, nSpacer =13, downstream =6
36: egSP =143875, nSpacer =13, upstream =7
36: egSP =143875, nSpacer =30, downstream =15
37: egSP =144085, nSpacer =30, upstream =15
37: egSP =144085, nSpacer =1, downstream =0
38: egSP =144527, nSpacer =1, upstream =1
39: egSP =145877, nSpacer =54, upstream =27
39: egSP =145877, nSpacer =-4, downstream =-2
40: egSP =146527, nSpacer =-4, upstream =-2
41: egSP =147585, nSpacer =33, downstream =16
42: egSP =147837, nSpacer =33, upstream =17
44: egSP =148931, nSpacer =77, downstream =38
45: egSP =149953, nSpacer =77, upstream =39
50: egSP =508248, nSpacer =71, downstream =35
51: egSP =509384, nSpacer =71, upstream =36
53: egSP =641654, nSpacer =-20, downstream =-10
54: egSP =642111, nSpacer =-20, upstream =-10
56: egSP =649903, nSpacer =46, downstream =23
57: egSP =650234, nSpacer =46, upstream =23
58: egSP =655223, nSpacer =21, downstream =10
59: egSP =656528, nSpacer =21, upstream =11
60: egSP =719370, nSpacer =23, downstream =11
61: egSP =721613, nSpacer =23, upstream =12
62: egSP =728732, nSpacer =15, downstream =7
63: egSP =729038, nSpacer =15, upstream =8
63: egSP =729038, nSpacer =13, downstream =6
64: egSP =730509, nSpacer =13, upstream =7
88: egSP =1662547, nSpacer =18, downstream =9
89: egSP =1663567, nSpacer =18, upstream =9
89: egSP =1663567, nSpacer =-8, downstream =-4
90: egSP =1664513, nSpacer =-8, upstream =-4
91: egSP =1665337, nSpacer =83, upstream =42
112: egSP =1868617, nSpacer =-41, downstream =-20
113: egSP =1868969, nSpacer =-41, upstream =-21
113: egSP =1868969, nSpacer =17, downstream =8
114: egSP =1871089, nSpacer =17, upstream =9
119: egSP =2345433, nSpacer =92, downstream =46
120: egSP =2346224, nSpacer =92, upstream =46
121: egSP =2354918, nSpacer =-16, downstream =-8
122: egSP =2355880, nSpacer =-16, upstream =-8
124: egSP =2381919, nSpacer =-59, downstream =-29
125: egSP =2382907, nSpacer =-59, upstream =-30
125: egSP =2382907, nSpacer =6, downstream =3
126: egSP =2383615, nSpacer =6, upstream =3
128: egSP =2389151, nSpacer =17, downstream =8
129: egSP =2390206, nSpacer =17, upstream =9
132: egSP =2425248, nSpacer =-11, downstream =-5
133: egSP =2425831, nSpacer =-11, upstream =-6
143: egSP =2643765, nSpacer =11, downstream =5
144: egSP =2644346, nSpacer =11, upstream =6
148: egSP =2814743, nSpacer =13, downstream =6
149: egSP =2816535, nSpacer =13, upstream =7
156: egSP =2927008, nSpacer =15, downstream =7
157: egSP =2929438, nSpacer =15, upstream =8
158: egSP =2952224, nSpacer =31, downstream =15
159: egSP =2952615, nSpacer =31, upstream =16
159: egSP =2952615, nSpacer =12, downstream =6
160: egSP =2952828, nSpacer =12, upstream =6
161: egSP =2963185, nSpacer =27, downstream =13
162: egSP =2964148, nSpacer =27, upstream =14
172: egSP =3146238, nSpacer =-4, downstream =-2
173: egSP =3147350, nSpacer =-4, upstream =-2
174: egSP =3148901, nSpacer =90, upstream =45
179: egSP =3355593, nSpacer =20, downstream =10
180: egSP =3357011, nSpacer =20, upstream =10
180: egSP =3357011, nSpacer =-11, downstream =-5
181: egSP =3357444, nSpacer =-11, upstream =-6
181: egSP =3357444, nSpacer =-1, downstream =0
182: egSP =3358664, nSpacer =-1, upstream =-1
182: egSP =3358664, nSpacer =17, downstream =8
183: egSP =3359995, nSpacer =17, upstream =9
184: egSP =3476555, nSpacer =29, downstream =14
185: egSP =3477877, nSpacer =29, upstream =15
185: egSP =3477877, nSpacer =-8, downstream =-4
186: egSP =3479405, nSpacer =-8, upstream =-4
186: egSP =3479405, nSpacer =30, downstream =15
187: egSP =3480197, nSpacer =30, upstream =15
189: egSP =3627139, nSpacer =69, downstream =34
190: egSP =3628310, nSpacer =69, upstream =35
193: egSP =3673564, nSpacer =19, downstream =9
194: egSP =3675167, nSpacer =19, upstream =10
197: egSP =3681370, nSpacer =32, downstream =16
198: egSP =3682173, nSpacer =32, upstream =16
209: egSP =4151853, nSpacer =7, downstream =3
210: egSP =4153696, nSpacer =7, upstream =4
213: egSP =4198603, nSpacer =43, downstream =21
214: egSP =4198886, nSpacer =43, upstream =22
214: egSP =4198886, nSpacer =40, downstream =20
215: egSP =4199445, nSpacer =40, upstream =20
orgName= Haemophilus influenzae Rd KW20

LOCUS= NC_000907, GenomeSeqLen= 1830138
1: egSP =10467, nSpacer =38, downstream =19
2: egSP =11414, nSpacer =38, upstream =19
3: egSP =14328, nSpacer =1, downstream =0
4: egSP =15013, nSpacer =1, upstream =1
6: egSP =24267, nSpacer =14, downstream =7
7: egSP =25784, nSpacer =14, upstream =7
10: egSP =41280, nSpacer =-1, downstream =0
11: egSP =42335, nSpacer =-1, upstream =-1
16: egSP =70214, nSpacer =7, downstream =3
17: egSP =72111, nSpacer =7, upstream =4
19: egSP =89182, nSpacer =12, downstream =6
20: egSP =90190, nSpacer =12, upstream =6
23: egSP =105476, nSpacer =1, downstream =0
24: egSP =106914, nSpacer =1, upstream =1
29: egSP =142163, nSpacer =43, downstream =21
30: egSP =143193, nSpacer =43, upstream =22
36: egSP =171416, nSpacer =16, downstream =8
37: egSP =172161, nSpacer =16, upstream =8
45: egSP =206691, nSpacer =2, downstream =1
46: egSP =207287, nSpacer =2, upstream =1
51: egSP =222200, nSpacer =19, downstream =9
52: egSP =222762, nSpacer =19, upstream =10
52: egSP =222762, nSpacer =1, downstream =0
53: egSP =223852, nSpacer =1, upstream =1
54: egSP =225814, nSpacer =68, downstream =34
55: egSP =226608, nSpacer =68, upstream =34
63: egSP =316654, nSpacer =15, downstream =7
64: egSP =318376, nSpacer =15, upstream =8
68: egSP =372967, nSpacer =-1, downstream =0
69: egSP =373806, nSpacer =-1, upstream =-1
77: egSP =438550, nSpacer =10, downstream =5
78: egSP =439370, nSpacer =10, upstream =5
79: egSP =458314, nSpacer =-4, downstream =-2
80: egSP =458724, nSpacer =-4, upstream =-2
80: egSP =458724, nSpacer =-4, downstream =-2
81: egSP =459242, nSpacer =-4, upstream =-2
81: egSP =459242, nSpacer =0, downstream =0
82: egSP =459749, nSpacer =0, upstream =0
85: egSP =486503, nSpacer =29, downstream =14
86: egSP =487192, nSpacer =29, upstream =15
96: egSP =554392, nSpacer =69, downstream =34
97: egSP =556243, nSpacer =69, upstream =35
106: egSP =588147, nSpacer =95, downstream =47
107: egSP =590531, nSpacer =95, upstream =48
109: egSP =597746, nSpacer =83, downstream =41
110: egSP =599932, nSpacer =83, upstream =42
113: egSP =633161, nSpacer =73, downstream =36
114: egSP =635766, nSpacer =73, upstream =37
114: egSP =635766, nSpacer =11, downstream =5
115: egSP =636785, nSpacer =11, upstream =6
116: egSP =643894, nSpacer =72, downstream =36
117: egSP =645379, nSpacer =72, upstream =36
120: egSP =689231, nSpacer =54, downstream =27
121: egSP =690227, nSpacer =54, upstream =27
123: egSP =695590, nSpacer =-4, downstream =-2
124: egSP =696057, nSpacer =-4, upstream =-2
125: egSP =698164, nSpacer =-4, downstream =-2
126: egSP =698718, nSpacer =-4, upstream =-2
131: egSP =720263, nSpacer =82, downstream =41
132: egSP =721137, nSpacer =82, upstream =41
134: egSP =726800, nSpacer =-11, downstream =-5
135: egSP =728088, nSpacer =-11, upstream =-6
139: egSP =765122, nSpacer =1, downstream =0
140: egSP =765444, nSpacer =1, upstream =1
144: egSP =780315, nSpacer =1, downstream =0
145: egSP =780622, nSpacer =1, upstream =1
146: egSP =782566, nSpacer =84, upstream =42
152: egSP =821450, nSpacer =77, downstream =38
153: egSP =822211, nSpacer =77, upstream =39
155: egSP =830534, nSpacer =18, downstream =9
156: egSP =831797, nSpacer =18, upstream =9
156: egSP =831797, nSpacer =9, downstream =4
157: egSP =832463, nSpacer =9, upstream =5
158: egSP =834686, nSpacer =-4, downstream =-2
159: egSP =836026, nSpacer =-4, upstream =-2
160: egSP =840319, nSpacer =17, downstream =8
161: egSP =840636, nSpacer =17, upstream =9
161: egSP =840636, nSpacer =25, downstream =12
162: egSP =841483, nSpacer =25, upstream =13
162: egSP =841483, nSpacer =11, downstream =5
163: egSP =841770, nSpacer =11, upstream =6
163: egSP =841770, nSpacer =17, downstream =8
164: egSP =842120, nSpacer =17, upstream =9
164: egSP =842120, nSpacer =13, downstream =6
165: egSP =842841, nSpacer =13, upstream =7
165: egSP =842841, nSpacer =-1, downstream =0
166: egSP =843251, nSpacer =-1, upstream =-1
166: egSP =843251, nSpacer =-1, downstream =0
167: egSP =843442, nSpacer =-1, upstream =-1
168: egSP =844976, nSpacer =10, downstream =5
169: egSP =845358, nSpacer =10, upstream =5
170: egSP =845798, nSpacer =11, downstream =5
171: egSP =846238, nSpacer =11, upstream =6
171: egSP =846238, nSpacer =36, downstream =18
172: egSP =846580, nSpacer =36, upstream =18
172: egSP =846580, nSpacer =15, downstream =7
173: egSP =846988, nSpacer =15, upstream =8
173: egSP =846988, nSpacer =13, downstream =6
174: egSP =847535, nSpacer =13, upstream =7
174: egSP =847535, nSpacer =14, downstream =7
175: egSP =847903, nSpacer =14, upstream =7
175: egSP =847903, nSpacer =6, downstream =3
176: egSP =848410, nSpacer =6, upstream =3
176: egSP =848410, nSpacer =3, downstream =1
177: egSP =848593, nSpacer =3, upstream =2
178: egSP =850642, nSpacer =2, downstream =1
179: egSP =851013, nSpacer =2, upstream =1
179: egSP =851013, nSpacer =27, downstream =13
180: egSP =851430, nSpacer =27, upstream =14
180: egSP =851430, nSpacer =31, downstream =15
181: egSP =852082, nSpacer =31, upstream =16
181: egSP =852082, nSpacer =40, downstream =20
182: egSP =853109, nSpacer =40, upstream =20
190: egSP =881208, nSpacer =-14, downstream =-7
191: egSP =881500, nSpacer =-14, upstream =-7
213: egSP =1035466, nSpacer =40, downstream =20
214: egSP =1036082, nSpacer =40, upstream =20
217: egSP =1043355, nSpacer =85, downstream =42
218: egSP =1044988, nSpacer =85, upstream =43
219: egSP =1046240, nSpacer =23, downstream =11
220: egSP =1047673, nSpacer =23, upstream =12
221: egSP =1054796, nSpacer =12, downstream =6
222: egSP =1055909, nSpacer =12, upstream =6
224: egSP =1063832, nSpacer =19, downstream =9
225: egSP =1063986, nSpacer =19, upstream =10
233: egSP =1109654, nSpacer =1, downstream =0
234: egSP =1110495, nSpacer =1, upstream =1
234: egSP =1110495, nSpacer =10, downstream =5
235: egSP =1111123, nSpacer =10, upstream =5
240: egSP =1131698, nSpacer =76, downstream =38
241: egSP =1132422, nSpacer =76, upstream =38
242: egSP =1139203, nSpacer =14, downstream =7
243: egSP =1140354, nSpacer =14, upstream =7
245: egSP =1156091, nSpacer =-4, downstream =-2
246: egSP =1156609, nSpacer =-4, upstream =-2
257: egSP =1207458, nSpacer =71, downstream =35
258: egSP =1208957, nSpacer =71, upstream =36
258: egSP =1208957, nSpacer =-1, downstream =0
259: egSP =1209877, nSpacer =-1, upstream =-1
259: egSP =1209877, nSpacer =18, downstream =9
260: egSP =1210660, nSpacer =18, upstream =9
261: egSP =1212021, nSpacer =83, upstream =42
268: egSP =1246521, nSpacer =17, downstream =8
269: egSP =1247258, nSpacer =17, upstream =9
270: egSP =1249741, nSpacer =2, downstream =1
271: egSP =1250727, nSpacer =2, upstream =1
276: egSP =1289456, nSpacer =75, downstream =37
277: egSP =1290233, nSpacer =75, upstream =38
282: egSP =1315231, nSpacer =1, downstream =0
283: egSP =1316429, nSpacer =1, upstream =1
295: egSP =1388300, nSpacer =33, downstream =16
296: egSP =1389323, nSpacer =33, upstream =17
296: egSP =1389323, nSpacer =1, downstream =0
297: egSP =1391712, nSpacer =1, upstream =1
298: egSP =1392055, nSpacer =52, upstream =26
300: egSP =1395779, nSpacer =66, downstream =33
301: egSP =1396043, nSpacer =66, upstream =33
309: egSP =1434674, nSpacer =9, downstream =4
310: egSP =1436783, nSpacer =9, upstream =5
311: egSP =1450938, nSpacer =75, downstream =37
312: egSP =1453620, nSpacer =75, upstream =38
314: egSP =1465106, nSpacer =-1, downstream =0
